Timestamp,Op-Count,,Byte-Count,,Avg-ResTime,,Avg-ProcTime,,Throughput,,Bandwidth,,Succ-Ratio,,Version-Info,,
,list,read,list,read,list,read,list,read,list,read,list,read,list,read,Min-Version,Version,Max-Version
09:31:58,321,0,0,0,0.16,N/A,0.16,N/A,62.65,0,0,0,100%,N/A,0,0,0
09:32:03,213,0,0,0,0.1,N/A,0.1,N/A,42.1,0,0,0,100%,N/A,1,1,1
09:32:08,124,0,0,0,0.13,N/A,0.13,N/A,47.99,0,0,0,100%,N/A,2,2,2
09:32:13,0,0,N/A,N/A,0,0,N/A,3,3,3
09:32:18,0,0,N/A,N/A,0,0,N/A,4,4,4
09:32:23,0,0,N/A,N/A,0,0,N/A,5,5,5
09:32:28,0,0,N/A,N/A,0,0,N/A,6,6,6
09:32:33,0,0,N/A,N/A,0,0,N/A,7,7,7
09:32:38,0,0,N/A,N/A,0,0,N/A,8,8,8
09:32:43,0,0,N/A,N/A,0,0,N/A,9,9,9
09:32:48,0,0,N/A,N/A,0,0,N/A,10,10,10
09:32:53,0,0,N/A,N/A,0,0,N/A,11,11,11
09:32:58,0,0,N/A,N/A,0,0,N/A,12,12,12
09:33:03,0,0,N/A,N/A,0,0,N/A,13,13,13
09:33:08,0,0,N/A,N/A,0,0,N/A,14,14,14
09:33:13,0,0,N/A,N/A,0,0,N/A,15,15,15
09:33:18,0,0,0,0,N/A,N/A,N/A,N/A,0,0,0,0,N/A,N/A,16,16,16
09:33:23,0,0,N/A,N/A,0,0,N/A,17,17,17
09:33:28,0,0,N/A,N/A,0,0,N/A,18,18,18
09:33:33,0,0,N/A,N/A,0,0,N/A,19,19,19
09:33:38,0,0,N/A,N/A,0,0,N/A,20,20,20
09:33:43,0,0,N/A,N/A,0,0,N/A,21,21,21
09:33:48,0,0,N/A,N/A,0,0,N/A,22,22,22
09:33:53,0,0,N/A,N/A,0,0,N/A,23,23,23
09:33:58,0,0,N/A,N/A,0,0,N/A,24,24,24
09:34:03,0,0,N/A,N/A,0,0,N/A,25,25,25
09:34:08,0,0,N/A,N/A,0,0,N/A,26,26,26
09:34:13,0,0,N/A,N/A,0,0,N/A,27,27,27
09:34:18,0,0,N/A,N/A,0,0,N/A,28,28,28
09:34:23,0,0,N/A,N/A,0,0,N/A,29,29,29
09:34:28,0,0,N/A,N/A,0,0,N/A,30,30,30
09:34:33,0,0,N/A,N/A,0,0,N/A,31,31,31
09:34:38,0,0,N/A,N/A,0,0,N/A,32,32,32
09:34:43,0,0,N/A,N/A,0,0,N/A,33,33,33
09:34:48,0,0,N/A,N/A,0,0,N/A,34,34,34
09:34:53,0,0,N/A,N/A,0,0,N/A,35,35,35
09:34:58,0,0,N/A,N/A,0,0,N/A,36,36,36
09:35:03,0,0,N/A,N/A,0,0,N/A,37,37,37
09:35:08,0,0,N/A,N/A,0,0,N/A,38,38,38
09:35:13,0,0,N/A,N/A,0,0,N/A,39,39,39
09:35:18,0,0,N/A,N/A,0,0,N/A,40,40,40
09:35:23,0,0,N/A,N/A,0,0,N/A,41,41,41
09:35:28,0,0,N/A,N/A,0,0,N/A,42,42,42
09:35:33,0,0,N/A,N/A,0,0,N/A,43,43,43
09:35:38,0,0,N/A,N/A,0,0,N/A,44,44,44
09:35:43,0,0,N/A,N/A,0,0,N/A,45,45,45
09:35:48,0,0,N/A,N/A,0,0,N/A,46,46,46
09:35:53,0,0,N/A,N/A,0,0,N/A,47,47,47
09:35:58,0,0,N/A,N/A,0,0,N/A,48,48,48
09:36:03,0,0,N/A,N/A,0,0,N/A,49,49,49
09:36:08,0,0,N/A,N/A,0,0,N/A,50,50,50
09:36:13,0,0,N/A,N/A,0,0,N/A,51,51,51
09:36:18,0,0,N/A,N/A,0,0,N/A,52,52,52
09:36:23,0,0,N/A,N/A,0,0,N/A,53,53,53
09:36:28,0,0,N/A,N/A,0,0,N/A,54,54,54
09:36:33,0,0,N/A,N/A,0,0,N/A,55,55,55
09:36:38,0,0,N/A,N/A,0,0,N/A,56,56,56
09:36:43,0,0,N/A,N/A,0,0,N/A,57,57,57
09:36:48,0,0,N/A,N/A,0,0,N/A,58,58,58
09:36:53,0,0,N/A,N/A,0,0,N/A,59,59,59
09:36:58,0,0,N/A,N/A,0,0,N/A,60,60,60
09:37:03,0,0,N/A,N/A,0,0,N/A,61,61,61
09:37:08,0,0,N/A,N/A,0,0,N/A,62,62,62
